asset_no,device_type,brand,model,serial,building,floor,department,location,department_code,status,site,contract_no,ip,mac,remote_id,updated_at,updated_by,remark,vendor,install_date,uninstall_date,warranty_end,device_group,cost_center,meter_required,meter_mode,asset_site_code
79,PRINTER THERMAL,ZEBRA,ZD421,D6J222614731,เซนทรัลอุดรธานี,3,ศูนย์บริการเซนทรัลอุดรธานี,,เวชปฏิบัติครอบครัว/ปฐมภูมิ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00079
80,SCANNERS,CANON,DR-C230,JU417480,เซนทรัลอุดรธานี,3,ศูนย์บริการเซนทรัลอุดรธานี,,เวชปฏิบัติครอบครัว/ปฐมภูมิ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00080
431,PRINTER INKJET AIO,EPSON,L5190,X5NY067626,อาคารแพทย์แผนไทย,1,แพทย์แผนไทย ห้องวัตถุดิบ,,แพทย์แผนไทยและการแพทย์ทางเลือก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00427
2212,PRINTER INKJET A3,BROTHER,HL-T4000DW,E78945J5H865455,อาคารแพทย์แผนไทย,1,แพทย์แผนไทย ห้องวัตถุดิบ,,แพทย์แผนไทยและการแพทย์ทางเลือก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02183
118,PRINTER LASER,OKI,ES5112,BW21013646C0,ตึก 69 ปี,1,ห้องเก็บยา 69,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00117
1130,PRINTER THERMAL,ZEBRA,ZD421,D6J222613566,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-07-09 15:39:20,nikorn2527@gmail.com,,,,2026-07-09,,COMPANY,,FALSE,TOTAL,UDH-01126
1131,PRINTER THERMAL,ZEBRA,ZD421,D6J222614765,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01127
1695,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552346,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01684
1696,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552352,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01685
1697,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552351,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01686
1698,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552108,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01687
1699,PRINTER INKJET AIO,EPSON,L5290,X8H2029576,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01688
1700,PRINTER INKJET AIO,EPSON,L5290,X8H2029418,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01689
1701,PRINTER INKJET AIO,EPSON,L5290,X8H2028201,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01690
1702,PRINTER LASER,HP,M402DN,PHCFB18521,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01691
1703,PRINTER LASER,HP,M404DN,PHFXG18862,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01692
1704,PRINTER LASER,OKI,ES5112,BW21042788C0,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01693
1706,PRINTER THERMAL,ZEBRA,ZD421,D6J222613656,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01695
1707,PRINTER THERMAL,ZEBRA,ZD421,D6J222613103,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01696
98,PRINTER INKJET AIO,EPSON,L5290,X8H2029563,ตึก 69 ปี,1,การเงิน,ตึก 69  ปี,การเงิน,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00098
99,PRINTER INKJET AIO,EPSON,L5290,X8H2027148,ตึก 69 ปี,1,ธุรการ,เภสัชกรรม,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00099
100,PRINTER INKJET AIO,EPSON,L5290,X8H2029144,ตึก 69 ปี,1,ธุรการ,เภสัชกรรม,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00100
101,PRINTER INKJET AIO,EPSON,L5290,X8H2029097,ตึก 69 ปี,1,ธุรการ,เภสัชกรรม,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-00101
1708,PRINTER THERMAL,ZEBRA,ZD421,D6J222702180,ตึกสูตินรีเวช,1,ห้องคลอด /ผ่าตัดสูติ,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01697
